"INDIC_IS","GEO","TIME","UNIT","IND_TYPE","Value","Flag and Footnotes"
"Internet use: telephoning or video calls","Italy","2019","Percentage of individuals","All Individuals","49",""
"Internet use: telephoning or video calls","Cyprus","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Cyprus","2010","Percentage of individuals","All Individuals","23",""
"Internet use: telephoning or video calls","Cyprus","2015","Percentage of individuals","All Individuals","45",""
"Internet use: telephoning or video calls","Cyprus","2019","Percentage of individuals","All Individuals","72",""
"Internet use: telephoning or video calls","Latvia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Latvia","2010","Percentage of individuals","All Individuals","35",""
"Internet use: telephoning or video calls","Latvia","2015","Percentage of individuals","All Individuals","44",""
"Internet use: telephoning or video calls","Latvia","2019","Percentage of individuals","All Individuals","57",""
"Internet use: telephoning or video calls","Lithuania","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Lithuania","2010","Percentage of individuals","All Individuals","39",""
"Internet use: telephoning or video calls","Lithuania","2015","Percentage of individuals","All Individuals","51",""
"Internet use: telephoning or video calls","Lithuania","2019","Percentage of individuals","All Individuals","61",""
"Internet use: telephoning or video calls","Luxembourg","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Luxembourg","2010","Percentage of individuals","All Individuals","28",""
"Internet use: telephoning or video calls","Luxembourg","2015","Percentage of individuals","All Individuals","46",""
"Internet use: telephoning or video calls","Luxembourg","2019","Percentage of individuals","All Individuals","53",""
"Internet use: telephoning or video calls","Hungary","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Hungary","2010","Percentage of individuals","All Individuals","23",""
"Internet use: telephoning or video calls","Hungary","2015","Percentage of individuals","All Individuals","40",""
"Internet use: telephoning or video calls","Hungary","2019","Percentage of individuals","All Individuals","61",""
"Internet use: telephoning or video calls","Malta","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Malta","2010","Percentage of individuals","All Individuals","16",""
"Internet use: telephoning or video calls","Malta","2015","Percentage of individuals","All Individuals","35",""
"Internet use: telephoning or video calls","Malta","2019","Percentage of individuals","All Individuals","55",""
"Internet use: telephoning or video calls","Netherlands","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Netherlands","2010","Percentage of individuals","All Individuals","17",""
"Internet use: telephoning or video calls","Netherlands","2015","Percentage of individuals","All Individuals","31",""
"Internet use: telephoning or video calls","Netherlands","2019","Percentage of individuals","All Individuals","61",""
"Internet use: telephoning or video calls","Austria","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Austria","2010","Percentage of individuals","All Individuals","16",""
"Internet use: telephoning or video calls","Austria","2015","Percentage of individuals","All Individuals","26",""
"Internet use: telephoning or video calls","Austria","2019","Percentage of individuals","All Individuals","41",""
"Internet use: telephoning or video calls","Poland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Poland","2010","Percentage of individuals","All Individuals","20",""
"Internet use: telephoning or video calls","Poland","2015","Percentage of individuals","All Individuals","28",""
"Internet use: telephoning or video calls","Poland","2019","Percentage of individuals","All Individuals","49",""
"Internet use: telephoning or video calls","Portugal","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Portugal","2010","Percentage of individuals","All Individuals","13",""
"Internet use: telephoning or video calls","Portugal","2015","Percentage of individuals","All Individuals","26",""
"Internet use: telephoning or video calls","Portugal","2019","Percentage of individuals","All Individuals","40",""
"Internet use: telephoning or video calls","Romania","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Romania","2010","Percentage of individuals","All Individuals","15",""
"Internet use: telephoning or video calls","Romania","2015","Percentage of individuals","All Individuals","24",""
"Internet use: telephoning or video calls","Romania","2019","Percentage of individuals","All Individuals","49",""
"Internet use: telephoning or video calls","Slovenia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Slovenia","2010","Percentage of individuals","All Individuals","14",""
"Internet use: telephoning or video calls","Slovenia","2015","Percentage of individuals","All Individuals","26",""
"Internet use: telephoning or video calls","Slovenia","2019","Percentage of individuals","All Individuals","42",""
"Internet use: telephoning or video calls","Slovakia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Slovakia","2010","Percentage of individuals","All Individuals","41",""
"Internet use: telephoning or video calls","Slovakia","2015","Percentage of individuals","All Individuals","42",""
"Internet use: telephoning or video calls","Slovakia","2019","Percentage of individuals","All Individuals","55",""
"Internet use: telephoning or video calls","Finland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Finland","2010","Percentage of individuals","All Individuals","15",""
"Internet use: telephoning or video calls","Finland","2015","Percentage of individuals","All Individuals","27",""
"Internet use: telephoning or video calls","Finland","2019","Percentage of individuals","All Individuals","65",""
"Internet use: telephoning or video calls","Sweden","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","Sweden","2010","Percentage of individuals","All Individuals","21",""
"Internet use: telephoning or video calls","Sweden","2015","Percentage of individuals","All Individuals","39",""
"Internet use: telephoning or video calls","Sweden","2019","Percentage of individuals","All Individuals","63","b"
"Internet use: telephoning or video calls","United Kingdom","2006","Percentage of individuals","All Individuals",":",""
"Internet use: telephoning or video calls","United Kingdom","2010","Percentage of individuals","All Individuals","20",""
"Internet use: telephoning or video calls","United Kingdom","2015","Percentage of individuals","All Individuals","39",""
"Internet use: telephoning or video calls","United Kingdom","2019","Percentage of individuals","All Individuals","54",""
